p1_hp_pct,p1_alive,p2_hp_pct,p2_alive,p1_won
0.3566,3,0.6647,4,0
0.3539,2,0.5537,4,0
0.3251,2,0.5537,4,0
0.2862,2,0.4934,3,0
0.2091,2,0.3234,2,0
0.1723,1,0.1915,1,0
0.0,0,0.1259,1,0
0.7952,5,0.9718,6,1
0.7147,5,0.8854,6,1
0.6342,5,0.8414,5,1
0.6342,5,0.754,5,1
0.5578,5,0.6828,4,1
0.5554,4,0.6574,4,1
0.4323,3,0.6061,4,1
0.3775,3,0.513,3,1
0.2952,3,0.3758,3,1
0.2695,2,0.3488,2,1
0.206,2,0.2393,2,1
0.1464,1,0.2015,1,1
0.0863,1,0.0119,1,1
0.0263,1,0.0,0,1
0.9618,6,0.8788,5,1
0.927,6,0.7322,4,1
0.8272,6,0.6041,4,1
0.8042,5,0.5286,3,1
0.7755,5,0.4042,3,1
0.7469,5,0.3883,2,1
0.6577,4,0.3039,2,1
0.5337,4,0.2037,1,1
0.4675,3,0.1383,1,1
0.3305,3,0.059,1,1
0.3154,2,0.0076,1,1
0.2604,2,0.0,0,1
0.9556,6,0.8938,6,0
0.9112,6,0.8333,5,0
0.8021,5,0.6785,4,0
0.7306,5,0.5836,4,0
0.6591,5,0.5534,3,0
0.6393,5,0.5534,3,0
0.619,5,0.5119,3,0
0.5986,5,0.4703,3,0
0.5783,5,0.4288,3,0
0.558,5,0.3873,3,0
0.5142,5,0.3571,2,0
0.5129,4,0.3357,2,0
0.5074,3,0.3019,2,0
0.3859,3,0.1957,2,0
0.3773,2,0.1726,1,0
0.3021,2,0.1726,1,0
0.2016,2,0.1287,1,0
0.1794,1,0.1026,1,0
0.0364,1,0.0415,1,0
0.0,0,0.0415,1,0
0.862,5,0.9488,6,0
0.7927,5,0.9183,6,0
0.7234,5,0.8878,6,0
0.701,4,0.8676,6,0
0.626,4,0.8361,5,0
0.5802,3,0.6885,4,0
0.496,3,0.5746,4,0
0.4118,3,0.5463,3,0
0.4078,2,0.488,3,0
0.3076,2,0.4553,3,0
0.2073,2,0.4227,3,0
0.1438,1,0.3845,3,0
0.0584,1,0.3606,2,0
0.0,0,0.3606,2,0
0.8287,5,0.9528,6,0
0.6588,4,0.9095,6,0
0.5269,3,0.8696,6,0
0.4724,3,0.8274,5,0
0.3688,2,0.7608,5,0
0.315,2,0.6337,4,0
0.2612,2,0.5011,3,0
0.1909,1,0.3873,3,0
0.0761,1,0.3452,2,0
0.0,0,0.207,2,0
0.9077,6,0.8556,6,1
0.8729,5,0.8465,5,1
0.8175,5,0.7843,5,1
0.8175,5,0.735,5,1
0.7215,5,0.6359,5,1
0.6297,4,0.6195,4,1
0.5876,4,0.5827,4,1
0.5454,4,0.5459,4,1
0.5132,3,0.5113,3,1
0.4451,3,0.4185,3,1
0.4077,3,0.3465,2,1
0.3597,2,0.3063,2,1
0.2263,2,0.1801,2,1
0.1693,1,0.1535,1,1
0.106,1,0.0,0,1
0.821,5,0.8213,5,0
0.6519,4,0.8213,5,0
0.5221,3,0.7522,5,0
0.3881,3,0.7032,5,0
0.2239,2,0.7032,5,0
0.1851,1,0.6704,4,0
0.1212,1,0.613,4,0
0.0572,1,0.5557,4,0
0.0,0,0.5557,4,0
0.927,6,0.9461,6,1
0.854,6,0.8921,6,1
0.8098,5,0.8556,6,1
0.8098,5,0.6984,5,1
0.742,5,0.6984,5,1
0.6741,5,0.6276,4,1
0.631,5,0.4878,3,1
0.6195,4,0.3364,2,1
0.573,4,0.1966,1,1
0.5144,4,0.0058,1,1
0.5144,4,0.0,0,1
1.0,6,0.8687,5,0
0.8265,5,0.6894,5,0
0.8,5,0.6679,4,0
0.7562,5,0.5911,4,0
0.7405,5,0.5234,3,0
0.6968,5,0.455,3,0
0.6692,4,0.3867,3,0
0.4551,4,0.3789,2,0
0.4524,3,0.3094,2,0
0.3638,3,0.2266,2,0
0.2908,2,0.1984,1,0
0.1443,1,0.1475,1,0
0.0,0,0.0935,1,0
0.8331,5,0.9379,6,0
0.7683,5,0.8553,5,0
0.7144,5,0.832,5,0
0.6732,4,0.8088,5,0
0.5235,3,0.7677,5,0
0.3968,3,0.684,4,0
0.3716,3,0.684,4,0
0.3039,3,0.5227,3,0
0.2471,2,0.3226,2,0
0.1669,1,0.204,2,0
0.0,0,0.1779,1,0
0.9473,6,0.952,6,1
0.8946,6,0.904,6,1
0.8597,5,0.856,6,1
0.7952,5,0.8009,5,1
0.7952,5,0.8009,5,1
0.7086,4,0.653,4,1
0.6758,4,0.5691,4,1
0.643,4,0.4853,4,1
0.6102,4,0.4808,3,1
0.4608,3,0.4161,3,1
0.3005,3,0.2951,3,1
0.2989,2,0.2881,2,1
0.1941,2,0.2702,2,1
0.1833,1,0.2478,2,1
0.1129,1,0.1575,2,1
0.0425,1,0.1159,1,1
0.0183,1,0.0474,1,1
0.0183,1,0.0,0,1
0.8762,6,0.8793,6,1
0.8379,5,0.8639,5,1
0.7565,5,0.7463,4,1
0.7075,4,0.6663,4,1
0.661,4,0.5671,3,1
0.5914,4,0.444,3,1
0.536,3,0.3584,2,1
0.4876,3,0.1817,2,1
0.4393,3,0.1607,1,1
0.3202,3,0.0677,1,1
0.2995,2,0.0179,1,1
0.1397,1,0.0,0,1
0.8923,6,0.9632,6,1
0.795,5,0.921,6,1
0.7276,5,0.8787,5,1
0.632,4,0.803,5,1
0.5608,4,0.708,4,1
0.4983,4,0.607,4,1
0.4547,3,0.5845,4,1
0.3895,3,0.5845,4,1
0.3243,3,0.5263,3,1
0.2663,2,0.3578,3,1
0.1707,2,0.3282,2,1
0.1442,1,0.1762,1,1
0.079,1,0.0082,1,1
0.079,1,0.0,0,1
0.9298,6,0.8841,6,0
0.8596,6,0.8706,5,0
0.8275,5,0.7769,5,0
0.7251,5,0.7295,4,0
0.6632,4,0.671,4,0
0.6216,4,0.671,4,0
0.5444,4,0.6036,4,0
0.5105,3,0.5363,4,0
0.393,3,0.4877,4,0
0.3766,2,0.4596,3,0
0.3327,2,0.3314,3,0
0.2889,2,0.3068,2,0
0.1713,1,0.1803,2,0
0.0567,1,0.154,1,0
0.0,0,0.0222,1,0
0.9829,6,0.9092,6,1
0.9658,6,0.8354,5,1
0.935,6,0.7087,4,1
0.912,6,0.6053,4,1
0.889,6,0.5315,3,1
0.8311,6,0.3859,2,1
0.8193,5,0.3518,2,1
0.6689,4,0.2213,1,1
0.4527,4,0.0,0,1
0.8872,6,0.9386,6,0
0.8453,5,0.8772,6,0
0.8231,5,0.8201,5,0
0.7312,5,0.731,5,0
0.6683,4,0.6891,4,0
0.6683,4,0.6473,4,0
0.5758,4,0.5212,4,0
0.5758,4,0.5109,4,0
0.5074,3,0.4049,4,0
0.4328,3,0.3457,3,0
0.3317,3,0.2592,3,0
0.3317,3,0.1984,3,0
0.328,2,0.1598,3,0
0.2133,2,0.1201,3,0
0.1424,1,0.0826,3,0
0.0,0,0.0826,3,0
0.8525,5,0.8542,5,1
0.7784,5,0.7381,5,1
0.7043,5,0.6623,4,1
0.6539,4,0.5165,3,1
0.5894,4,0.3648,3,1
0.5128,4,0.3443,2,1
0.4553,3,0.1887,2,1
0.3474,3,0.1722,1,1
0.2925,3,0.1722,1,1
0.2305,3,0.0891,1,1
0.1999,2,0.0336,1,1
0.1999,2,0.0,0,1
0.9364,6,0.8916,6,1
0.8509,6,0.8572,5,1
0.7873,5,0.8341,5,1
0.7527,5,0.6671,4,1
0.6812,5,0.5302,3,1
0.6291,4,0.4384,3,1
0.5648,4,0.3637,2,1
0.4703,4,0.2382,2,1
0.4467,3,0.1736,1,1
0.3285,3,0.09,1,1
0.3079,2,0.0,0,1
0.8264,5,0.9713,6,1
0.6955,5,0.9191,6,1
0.6932,4,0.8781,6,1
0.613,4,0.8347,6,1
0.5329,4,0.7913,6,1
0.5323,3,0.7767,5,1
0.3847,3,0.721,5,1
0.3472,2,0.6653,5,1
0.2728,2,0.6237,4,1
0.2728,2,0.507,4,1
0.1736,1,0.4941,3,1
0.1407,1,0.3177,2,1
0.0479,1,0.1764,1,1
0.0479,1,0.0,0,1
0.83,5,0.9642,6,0
0.7447,5,0.8991,6,0
0.6625,4,0.834,6,0
0.5939,4,0.8171,5,0
0.5136,3,0.7025,5,0
0.3473,2,0.6315,4,0
0.2874,2,0.4772,3,0
0.1873,2,0.4772,3,0
0.1248,2,0.3073,2,0
0.089,1,0.252,2,0
0.0,0,0.252,2,0
0.8475,6,0.9128,6,1
0.8282,5,0.8487,6,1
0.7251,5,0.7846,6,1
0.6406,4,0.7802,5,1
0.4416,3,0.7802,5,1
0.322,2,0.7578,5,1
0.2846,2,0.6301,4,1
0.2517,2,0.4676,3,1
0.2307,2,0.2927,2,1
0.1797,2,0.1613,1,1
0.1797,2,0.0,0,1
1.0,6,0.8413,6,1
0.8596,5,0.8323,5,1
0.7423,5,0.787,5,1
0.7011,4,0.7416,5,1
0.5838,4,0.6921,5,1
0.5119,3,0.639,5,1
0.4141,3,0.6169,4,1
0.3464,3,0.5603,4,1
0.3464,3,0.4684,4,1
0.3226,2,0.4165,3,1
0.3226,2,0.3264,3,1
0.2304,2,0.3264,3,1
0.1613,1,0.2798,2,1
0.0894,1,0.1927,2,1
0.0175,1,0.1211,1,1
0.0175,1,0.0,0,1
0.9346,6,0.9015,6,1
0.8692,6,0.818,5,1
0.8313,5,0.7068,5,1
0.7186,4,0.6735,4,1
0.6575,4,0.5375,4,1
0.5965,4,0.4492,3,1
0.5318,4,0.3096,2,1
0.444,3,0.1856,2,1
0.3126,2,0.1511,2,1
0.2204,2,0.1336,1,1
0.1625,1,0.0937,1,1
0.0984,1,0.0417,1,1
0.0984,1,0.0,0,1
0.9706,6,0.9005,5,1
0.9112,6,0.7862,5,1
0.8878,6,0.6959,4,1
0.8511,6,0.5297,3,1
0.7953,6,0.3807,2,1
0.7713,5,0.2775,2,1
0.6609,5,0.2163,2,1
0.5906,4,0.1675,2,1
0.5276,4,0.1625,1,1
0.4892,4,0.0352,1,1
0.4892,4,0.0,0,1
0.9248,6,0.9197,6,1
0.8066,6,0.9197,6,1
0.7699,5,0.8664,6,1
0.7256,5,0.8587,5,1
0.671,4,0.8036,5,1
0.6292,4,0.7732,5,1
0.5874,4,0.7427,5,1
0.5546,3,0.7292,4,1
0.536,3,0.6536,4,1
0.5174,3,0.578,4,1
0.5174,3,0.4994,4,1
0.4267,3,0.4367,3,1
0.4081,3,0.3611,3,1
0.3895,3,0.2855,3,1
0.3895,3,0.1776,3,1
0.3419,2,0.1559,2,1
0.2776,2,0.153,1,1
0.1677,1,0.0428,1,1
0.1677,1,0.0,0,1
0.9195,6,0.9528,6,0
0.9195,6,0.9528,6,0
0.8025,6,0.8932,6,0
0.7793,5,0.8574,6,0
0.6988,5,0.8102,6,0
0.6795,4,0.7994,5,0
0.6077,4,0.6682,4,0
0.5193,3,0.5801,4,0
0.486,3,0.4744,3,0
0.4614,3,0.3432,2,0
0.4614,3,0.2733,2,0
0.4614,3,0.2034,2,0
0.4614,3,0.2006,1,0
0.3404,2,0.1619,1,0
0.1802,1,0.1034,1,0
0.0552,1,0.0511,1,0
0.0,0,0.0511,1,0
0.9037,6,0.9471,6,0
0.9037,6,0.8497,6,0
0.8278,5,0.7924,5,0
0.6887,4,0.7269,5,0
0.5679,4,0.6845,5,0
0.5231,3,0.663,4,0
0.4459,3,0.663,4,0
0.3641,2,0.6112,4,0
0.316,2,0.5248,4,0
0.316,2,0.4383,4,0
0.2394,2,0.3519,4,0
0.1913,2,0.348,3,0
0.1722,1,0.3095,2,0
0.0462,1,0.2384,2,0
0.0,0,0.1674,2,0
0.8522,5,0.9399,6,1
0.8522,5,0.8879,6,1
0.8522,5,0.8421,6,1
0.8113,5,0.782,6,1
0.7704,5,0.722,6,1
0.7263,5,0.7185,5,1
0.6823,5,0.6499,5,1
0.6688,4,0.5812,5,1
0.5285,3,0.52,4,1
0.4124,3,0.3724,4,1
0.329,2,0.3707,3,1
0.2758,2,0.3375,3,1
0.2226,2,0.3043,3,1
0.1833,1,0.2792,2,1
0.1554,1,0.1527,1,1
0.1554,1,0.0,0,1
0.8437,5,0.9788,6,0
0.719,4,0.919,6,0
0.564,4,0.84,5,0
0.553,3,0.7709,5,0
0.4573,3,0.7224,5,0
0.3733,2,0.674,5,0
0.3733,2,0.5418,5,0
0.3044,2,0.5139,4,0
0.2431,2,0.5066,3,0
0.1818,2,0.4469,3,0
0.1384,1,0.3871,3,0
0.0055,1,0.3732,2,0
0.0,0,0.3732,2,0
0.9435,6,0.8451,6,0
0.8427,6,0.8153,5,0
0.8427,6,0.8153,5,0
0.7266,5,0.7867,5,0
0.6701,5,0.6965,4,0
0.6573,4,0.5771,4,0
0.5635,4,0.5286,4,0
0.5282,3,0.5218,3,0
0.3992,2,0.5031,3,0
0.2272,2,0.4384,3,0
0.206,1,0.385,3,0
0.0732,1,0.3184,3,0
0.0,0,0.3184,3,0
0.911,6,0.9304,6,1
0.8352,5,0.8436,6,1
0.7917,5,0.8014,5,1
0.7222,5,0.6667,4,1
0.6843,4,0.5971,4,1
0.5657,4,0.5275,4,1
0.5322,3,0.4579,4,1
0.4198,3,0.4489,3,1
0.3548,2,0.3812,3,1
0.2027,1,0.304,3,1
0.178,1,0.2759,2,1
0.1585,1,0.1411,1,1
0.1585,1,0.0,0,1
0.93,6,0.8663,5,1
0.8076,5,0.748,4,1
0.6998,5,0.707,4,1
0.6603,4,0.6752,4,1
0.6304,4,0.6752,4,1
0.5638,4,0.5938,3,1
0.513,3,0.4549,3,1
0.3945,3,0.3284,3,1
0.377,2,0.2602,2,1
0.3296,2,0.1491,1,1
0.2212,2,0.0,0,1
0.8937,6,0.7185,6,1
0.8679,5,0.6722,5,1
0.7227,5,0.5816,5,1
0.7206,4,0.5645,5,1
0.4954,4,0.5176,5,1
0.3912,3,0.5156,4,1
0.3644,3,0.4396,4,1
0.3254,3,0.3993,3,1
0.2844,2,0.2951,3,1
0.2232,2,0.2628,2,1
0.124,2,0.1702,2,1
0.122,1,0.1213,1,1
0.122,1,0.0,0,1
0.9558,6,0.9402,6,1
0.9115,6,0.8805,6,1
0.8673,6,0.8207,6,1
0.8237,5,0.8176,5,1
0.7462,5,0.6694,5,1
0.6686,5,0.6351,4,1
0.6436,4,0.5151,3,1
0.4635,3,0.3997,3,1
0.3891,3,0.2859,2,1
0.2962,2,0.146,1,1
0.1474,2,0.1336,1,1
0.1417,1,0.1117,1,1
0.0481,1,0.0265,1,1
0.0481,1,0.0,0,1
0.9085,6,0.8451,6,1
0.9085,6,0.7423,6,1
0.8366,6,0.6869,5,1
0.7881,6,0.6869,5,1
0.7064,6,0.6542,4,1
0.6509,5,0.5214,4,1
0.5959,4,0.48,3,1
0.5114,4,0.3351,3,1
0.421,3,0.3284,2,1
0.3415,3,0.265,2,1
0.2734,2,0.231,2,1
0.1531,1,0.1562,2,1
0.1117,1,0.1208,1,1
0.0703,1,0.0648,1,1
0.0289,1,0.0087,1,1
0.0289,1,0.0,0,1
0.9145,6,0.918,6,1
0.8562,5,0.8426,5,1
0.81,5,0.7491,5,1
0.81,5,0.6622,5,1
0.7123,5,0.5754,5,1
0.6911,4,0.5736,4,1
0.6247,4,0.4855,3,1
0.5547,4,0.3932,3,1
0.5324,4,0.31,2,1
0.5058,3,0.1767,1,1
0.4793,3,0.0676,1,1
0.4793,3,0.0,0,1
0.8991,6,0.9421,6,0
0.8525,5,0.8842,6,0
0.7567,5,0.8598,5,0
0.6922,4,0.8393,5,0
0.6922,4,0.8393,5,0
0.6315,4,0.7495,5,0
0.5709,4,0.6597,5,0
0.5511,3,0.5699,5,0
0.3397,2,0.5195,4,0
0.2797,2,0.3922,4,0
0.2197,2,0.3797,3,0
0.1603,1,0.2345,2,0
0.0971,1,0.1472,2,0
0.0338,1,0.1342,1,0
0.0,0,0.0599,1,0
0.8834,6,0.8568,6,1
0.853,6,0.8568,6,1
0.7922,6,0.8316,5,1
0.7309,5,0.7172,5,1
0.6464,5,0.7172,5,1
0.5839,4,0.6868,5,1
0.5591,3,0.6422,4,1
0.4972,3,0.5939,4,1
0.4352,3,0.5456,4,1
0.3784,2,0.5089,4,1
0.3193,2,0.4722,4,1
0.3193,2,0.4475,4,1
0.2658,2,0.3725,4,1
0.2066,2,0.3195,3,1
0.1807,1,0.2828,3,1
0.1616,1,0.2581,2,1
0.1244,1,0.1474,1,1
0.1244,1,0.0,0,1
0.8484,6,0.9754,6,0
0.8484,6,0.883,6,0
0.8484,6,0.8344,6,0
0.8405,5,0.7395,6,0
0.6993,4,0.7346,5,0
0.5397,3,0.694,5,0
0.3698,3,0.6601,5,0
0.3698,3,0.6262,5,0
0.3698,3,0.6096,5,0
0.3252,2,0.5757,5,0
0.1919,2,0.5154,4,0
0.184,1,0.4212,4,0
0.0,0,0.4212,4,0
0.9434,6,0.8942,6,1
0.8426,6,0.8075,5,1
0.8409,5,0.6804,5,1
0.778,5,0.6293,4,1
0.7424,5,0.5384,4,1
0.7242,5,0.4652,3,1
0.7027,5,0.3366,2,1
0.7027,5,0.3366,2,1
0.6421,4,0.2351,1,1
0.5283,4,0.1193,1,1
0.4943,3,0.0,0,1
0.8731,6,0.8682,6,0
0.863,5,0.8626,5,0
0.7847,5,0.7643,5,0
0.6963,4,0.6754,4,0
0.548,4,0.62,4,0
0.5237,3,0.5591,4,0
0.3677,2,0.4981,4,0
0.2082,1,0.4907,3,0
0.1554,1,0.3308,2,0
0.0,0,0.3308,2,0
0.8658,6,0.9221,6,0
0.8181,5,0.8443,6,0
0.6644,4,0.814,5,0
0.6221,4,0.7522,5,0
0.5799,4,0.6904,5,0
0.5799,4,0.6508,5,0
0.4758,3,0.5779,5,0
0.3926,3,0.5167,4,0
0.3094,3,0.5037,3,0
0.294,2,0.4079,3,0
0.1859,2,0.3412,2,0
0.1483,1,0.2522,2,0
0.0,0,0.2522,2,0
0.848,5,0.9231,6,1
0.7699,5,0.8443,5,1
0.7137,5,0.7339,5,1
0.6646,4,0.708,4,1
0.5113,4,0.6214,4,1
0.4874,3,0.5775,4,1
0.4004,3,0.5329,3,1
0.3291,2,0.3327,3,1
0.2295,2,0.3191,2,1
0.1576,2,0.1699,1,1
0.1393,1,0.0,0,1
0.9375,6,0.9431,6,0
0.875,6,0.8861,6,0
0.8431,5,0.8488,5,0
0.7363,5,0.7461,5,0
0.6667,4,0.6433,5,0
0.5163,3,0.6374,4,0
0.4355,3,0.5517,4,0
0.3548,3,0.4928,3,0
0.3333,2,0.3658,3,0
0.1517,2,0.3285,2,0
0.1439,1,0.2971,2,0
0.1009,1,0.2343,2,0
0.0579,1,0.1715,2,0
0.015,1,0.1708,1,0
0.0,0,0.1708,1,0
1.0,6,0.9511,6,0
0.823,5,0.9511,6,0
0.7834,5,0.8472,5,0
0.6923,5,0.7828,5,0
0.6301,4,0.7183,5,0
0.4881,3,0.68,4,0
0.4225,3,0.6372,4,0
0.3569,3,0.5944,4,0
0.3348,2,0.5233,4,0
0.3071,2,0.5128,3,0
0.2568,2,0.3333,3,0
0.2064,2,0.3289,2,0
0.1646,1,0.2333,2,0
0.0905,1,0.1783,1,0
0.0034,1,0.1417,1,0
0.0,0,0.1417,1,0
0.9606,6,0.962,6,0
0.9212,6,0.924,6,0
0.8818,6,0.8861,6,0
0.8424,6,0.8499,5,0
0.8358,5,0.7653,5,0
0.6327,4,0.6687,4,0
0.577,4,0.6208,4,0
0.5212,4,0.5729,4,0
0.5212,4,0.5342,4,0
0.4745,3,0.5249,4,0
0.4303,3,0.4944,4,0
0.3861,3,0.4639,4,0
0.3648,2,0.4228,3,0
0.3648,2,0.3481,3,0
0.3236,2,0.2603,2,0
0.2418,2,0.2105,2,0
0.1945,1,0.1687,1,0
0.06,1,0.0953,1,0
0.0,0,0.0218,1,0
0.9225,6,0.9567,6,1
0.8518,5,0.8709,6,1
0.7614,5,0.834,5,1
0.6667,4,0.687,4,1
0.5246,3,0.6317,4,1
0.4188,3,0.5299,4,1
0.3764,3,0.4599,3,1
0.3456,2,0.3168,3,1
0.2731,2,0.3003,2,1
0.1851,1,0.1641,2,1
0.1851,1,0.1641,2,1
0.1316,1,0.0808,2,1
0.0664,1,0.0108,1,1
0.0664,1,0.0,0,1
0.9368,6,0.7202,6,1
0.879,6,0.6391,5,1
0.8325,5,0.5372,4,1
0.761,5,0.4606,4,1
0.6889,4,0.3902,3,1
0.6204,4,0.2646,3,1
0.5882,4,0.2432,2,1
0.5763,4,0.2432,2,1
0.5334,4,0.1261,2,1
0.4905,4,0.1244,1,1
0.4464,4,0.0,0,1
0.9004,6,0.9642,6,0
0.8647,5,0.9325,6,0
0.7503,5,0.8777,6,0
0.6487,4,0.8414,6,0
0.5202,3,0.8149,5,0
0.4542,3,0.6938,5,0
0.4139,3,0.6874,4,0
0.3244,2,0.56,3,0
0.1756,1,0.5127,3,0
0.0,0,0.5127,3,0
0.936,6,0.933,6,0
0.8721,6,0.866,6,0
0.812,5,0.8343,6,0
0.6693,4,0.738,6,0
0.48,3,0.7123,5,0
0.3307,2,0.5915,5,0
0.188,1,0.5915,5,0
0.0775,1,0.5622,4,0
0.02,1,0.4264,3,0
0.0,0,0.4264,3,0
0.9542,6,0.9149,6,1
0.9085,6,0.8476,5,1
0.8662,6,0.748,5,1
0.8256,5,0.6966,4,1
0.6744,4,0.6201,4,1
0.6211,4,0.4637,3,1
0.4954,4,0.3127,3,1
0.4826,3,0.3047,2,1
0.361,3,0.2586,2,1
0.3372,2,0.1906,2,1
0.274,2,0.1458,1,1
0.2358,2,0.0,0,1
1.0,6,0.941,6,1
0.9412,6,0.8566,6,1
0.8825,6,0.8173,5,1
0.8675,5,0.7132,4,1
0.7362,4,0.5939,4,1
0.6595,4,0.4956,3,1
0.6181,4,0.3333,2,1
0.5438,3,0.2249,2,1
0.5438,3,0.1594,2,1
0.4976,3,0.0939,2,1
0.4185,3,0.0932,1,1
0.3789,2,0.0226,1,1
0.2866,2,0.0,0,1
0.9212,6,0.9478,6,0
0.8423,6,0.8698,6,0
0.8304,5,0.8306,6,0
0.6859,4,0.8135,5,0
0.6527,4,0.6813,5,0
0.6258,4,0.6374,4,0
0.5713,4,0.5728,4,0
0.5169,4,0.5083,4,0
0.4837,3,0.4716,3,0
0.3079,2,0.3802,3,0
0.1508,1,0.3037,3,0
0.0444,1,0.2955,2,0
0.0444,1,0.2392,2,0
0.0,0,0.2392,2,0
0.7863,5,0.976,6,1
0.7523,5,0.8742,5,1
0.7091,5,0.8194,5,1
0.6659,5,0.7646,5,1
0.6227,5,0.7098,5,1
0.6187,4,0.7015,4,1
0.5783,4,0.5548,3,1
0.5783,4,0.4348,3,1
0.5507,4,0.3246,2,1
0.4781,4,0.2479,2,1
0.4568,3,0.1712,2,1
0.3612,3,0.1467,1,1
0.3065,2,0.1018,1,1
0.3065,2,0.0,0,1
0.868,5,0.8534,5,0
0.7284,5,0.7494,5,0
0.6496,4,0.7024,5,0
0.5444,4,0.6713,5,0
0.5363,3,0.6497,4,0
0.5363,3,0.5362,4,0
0.5069,3,0.4841,3,0
0.5069,3,0.4137,3,0
0.3354,2,0.2995,2,0
0.2703,2,0.1339,1,0
0.1821,1,0.0311,1,0
0.0,0,0.0311,1,0
0.8784,6,0.8803,6,1
0.8427,5,0.8322,5,1
0.7658,5,0.7587,5,1
0.7658,5,0.7386,5,1
0.6841,4,0.6604,5,1
0.5385,4,0.6083,5,1
0.5385,4,0.5261,5,1
0.5151,4,0.4539,4,1
0.5151,4,0.3797,3,1
0.5151,4,0.3275,3,1
0.5048,3,0.3155,2,1
0.4437,3,0.1912,2,1
0.4114,3,0.1678,1,1
0.3681,3,0.0541,1,1
0.3283,2,0.008,1,1
0.2768,2,0.0,0,1
0.9517,6,0.8797,6,0
0.9179,6,0.832,5,0
0.8147,5,0.832,5,0
0.7156,4,0.7413,5,0
0.6432,4,0.6641,4,0
0.6232,4,0.5682,4,0
0.5893,4,0.4974,3,0
0.5457,3,0.4208,3,0
0.5087,3,0.3835,3,0
0.4928,3,0.3616,2,0
0.4292,3,0.2683,2,0
0.4066,2,0.1937,1,0
0.3337,2,0.1506,1,0
0.2675,1,0.1287,1,0
0.1833,1,0.0894,1,0
0.0991,1,0.0502,1,0
0.0149,1,0.0109,1,0
0.0,0,0.0109,1,0
0.8486,5,1.0,6,0
0.7224,4,0.9198,6,0
0.6112,4,0.8232,5,0
0.5641,4,0.7169,5,0
0.517,4,0.695,4,0
0.517,4,0.6488,4,0
0.5082,3,0.6081,4,0
0.3706,3,0.5589,4,0
0.3505,2,0.5182,3,0
0.2337,2,0.3706,3,0
0.1614,1,0.3111,2,0
0.066,1,0.2606,2,0
0.0,0,0.2102,2,0
0.9415,6,0.9409,6,0
0.8829,6,0.8818,6,0
0.8782,5,0.8585,5,0
0.7932,5,0.743,5,0
0.7083,5,0.6274,5,0
0.6614,4,0.5976,4,0
0.5976,4,0.4767,3,0
0.5459,4,0.4344,3,0
0.4942,4,0.3921,3,0
0.4499,3,0.3661,3,0
0.4088,3,0.333,3,0
0.3676,3,0.3026,2,0
0.27,2,0.2142,2,0
0.1535,1,0.179,2,0
0.0759,1,0.1339,2,0
0.0759,1,0.0911,2,0
0.0,0,0.0911,2,0
0.8572,6,0.8984,6,0
0.8539,5,0.8067,5,0
0.7581,5,0.7126,5,0
0.6909,4,0.6501,5,0
0.6193,4,0.6484,4,0
0.5308,4,0.5461,4,0
0.528,3,0.5228,4,0
0.3522,3,0.4912,3,0
0.3427,2,0.4439,3,0
0.2514,2,0.3791,3,0
0.2206,2,0.3791,3,0
0.2206,2,0.3435,3,0
0.1713,2,0.295,3,0
0.1221,2,0.2465,3,0
0.1165,1,0.2395,2,0
0.0252,1,0.1746,2,0
0.0,0,0.1408,1,0
0.9437,6,0.8193,5,0
0.789,5,0.7001,5,0
0.6646,4,0.6593,4,0
0.4907,3,0.5637,4,0
0.4233,3,0.5062,3,0
0.3725,3,0.4453,3,0
0.3292,2,0.3843,3,0
0.2351,2,0.3324,2,0
0.1801,1,0.2846,2,0
0.0489,1,0.2202,2,0
0.0,0,0.1558,2,0
0.9013,6,0.9443,6,1
0.8026,6,0.8886,6,1
0.7937,5,0.8329,6,1
0.6623,4,0.8236,5,1
0.6017,4,0.7298,5,1
0.541,4,0.6506,4,1
0.4952,3,0.5393,4,1
0.4952,3,0.5393,4,1
0.4685,3,0.5035,3,1
0.352,2,0.4736,3,1
0.2729,2,0.4086,3,1
0.2729,2,0.2984,3,1
0.2004,2,0.2696,2,1
0.173,1,0.2046,2,1
0.1296,1,0.1823,1,1
0.1296,1,0.0,0,1
0.8285,6,0.9598,6,0
0.8226,5,0.9421,6,0
0.6728,5,0.8898,6,0
0.6636,4,0.8703,6,0
0.5244,3,0.8276,6,0
0.4433,3,0.8228,5,0
0.3859,3,0.7028,4,0
0.3285,3,0.5438,3,0
0.3259,2,0.5085,3,0
0.3259,2,0.4458,3,0
0.192,1,0.3685,3,0
0.1266,1,0.3618,2,0
0.029,1,0.2607,2,0
0.0,0,0.2016,1,0
0.8321,6,0.9308,6,0
0.8206,5,0.8617,6,0
0.6603,4,0.8373,6,0
0.546,4,0.8067,5,0
0.4936,3,0.7653,5,0
0.4055,3,0.7035,5,0
0.3269,2,0.6287,5,0
0.2644,2,0.6134,4,0
0.1603,1,0.555,4,0
0.0613,1,0.4836,4,0
0.0,0,0.4836,4,0
0.9506,6,0.9109,6,0
0.9169,6,0.8237,5,0
0.8926,6,0.7133,5,0
0.8703,6,0.6913,4,0
0.8059,5,0.6443,4,0
0.6619,4,0.6117,4,0
0.5036,3,0.5571,4,0
0.452,3,0.5527,3,0
0.3309,2,0.4699,3,0
0.1991,2,0.4699,3,0
0.144,1,0.3689,2,0
0.0,0,0.3689,2,0
0.8722,6,0.9036,6,1
