p1_hp_pct,p1_alive,p2_hp_pct,p2_alive,p1_won
0.5876,4,0.6156,4,1
0.5435,4,0.4745,3,1
0.497,4,0.3333,2,1
0.4964,3,0.1794,1,1
0.3677,3,0.0971,1,1
0.2932,2,0.0147,1,1
0.2056,2,0.0,0,1
0.8811,6,1.0,6,0
0.8563,5,0.9509,6,0
0.7126,4,0.8745,6,0
0.6553,4,0.7933,5,0
0.4598,4,0.7109,5,0
0.4477,3,0.6352,4,0
0.3662,3,0.5497,4,0
0.337,2,0.477,3,0
0.2616,2,0.4442,3,0
0.2263,1,0.4115,3,0
0.1316,1,0.3788,3,0
0.0369,1,0.3461,3,0
0.0,0,0.3461,3,0
0.8684,6,0.9247,6,1
0.8089,5,0.8488,6,1
0.6928,4,0.8452,5,1
0.6386,4,0.6904,4,1
0.4867,3,0.5,3,1
0.4342,3,0.5,3,1
0.3684,3,0.3452,2,1
0.3684,3,0.3132,2,1
0.3418,3,0.2651,2,1
0.3303,2,0.2171,2,1
0.2408,2,0.1785,1,1
0.1738,2,0.0,0,1
0.8447,5,0.9202,6,1
0.8447,5,0.7911,6,1
0.742,5,0.7856,5,1
0.6337,4,0.7065,4,1
0.5829,4,0.5871,4,1
0.5347,4,0.5871,4,1
0.4864,4,0.5353,3,1
0.4276,3,0.3825,3,1
0.3045,2,0.3532,2,1
0.2265,2,0.1638,1,1
0.2265,2,0.0,0,1
1.0,6,0.9832,6,1
0.9596,6,0.8441,5,1
0.862,6,0.7814,5,1
0.8496,5,0.7141,4,1
0.7507,5,0.6365,4,1
0.6797,4,0.5589,4,1
0.6432,4,0.5388,3,1
0.6035,4,0.4638,3,1
0.5677,4,0.4638,3,1
0.4863,4,0.4023,2,1
0.3945,3,0.2846,2,1
0.3444,3,0.1882,1,1
0.3138,2,0.1378,1,1
0.3138,2,0.0,0,1
0.959,6,0.96,6,0
0.9179,6,0.92,6,0
0.8769,6,0.8799,6,0
0.7052,5,0.8799,6,0
0.6739,4,0.8405,5,0
0.5656,4,0.7939,5,0
0.4749,4,0.7939,5,0
0.4054,3,0.7473,5,0
0.3615,2,0.6902,5,0
0.264,2,0.6886,4,0
0.1842,2,0.6129,4,0
0.183,1,0.5406,4,0
0.1334,1,0.4468,3,0
0.1117,1,0.3037,2,0
0.0405,1,0.2012,2,0
0.0,0,0.2012,2,0
0.8514,5,0.9611,6,0
0.8048,5,0.9611,6,0
0.7251,5,0.8414,5,0
0.6339,4,0.8135,5,0
0.493,3,0.7509,5,0
0.4069,3,0.6768,4,0
0.3635,3,0.5772,4,0
0.3202,2,0.4951,3,0
0.2321,2,0.4951,3,0
0.1537,1,0.4326,3,0
0.0657,1,0.3269,3,0
0.0,0,0.3244,2,0
1.0,6,1.0,6,1
0.9511,6,0.8924,6,1
0.9022,6,0.8558,5,1
0.9022,6,0.8558,5,1
0.8532,6,0.6844,4,1
0.8066,6,0.4971,3,1
0.7298,6,0.3386,2,1
0.7184,5,0.2676,2,1
0.6724,5,0.1801,1,1
0.6115,5,0.0717,1,1
0.57,4,0.0065,1,1
0.5421,4,0.0,0,1
0.9637,6,0.8522,5,1
0.8875,6,0.6988,4,1
0.8365,6,0.5696,4,1
0.806,5,0.551,3,1
0.7093,5,0.5023,3,1
0.6823,4,0.4536,3,1
0.6202,4,0.3698,3,1
0.558,4,0.3465,2,1
0.4918,4,0.1988,1,1
0.4121,3,0.154,1,1
0.2831,3,0.1093,1,1
0.2591,2,0.0912,1,1
0.1682,2,0.0674,1,1
0.1354,1,0.0334,1,1
0.0856,1,0.0,0,1
0.8477,5,0.881,6,0
0.783,5,0.8224,6,0
0.7182,5,0.7898,5,0
0.6621,4,0.6819,5,0
0.5099,4,0.6473,4,0
0.4889,3,0.6196,4,0
0.4266,3,0.5734,4,0
0.3644,3,0.5271,4,0
0.3403,2,0.4698,4,0
0.2898,2,0.4679,3,0
0.2275,2,0.402,3,0
0.1652,2,0.336,3,0
0.1547,1,0.3009,2,0
0.1547,1,0.2528,2,0
0.1326,1,0.193,2,0
0.1104,1,0.1609,1,0
0.0,0,0.1609,1,0
0.9137,6,0.9278,6,0
0.8354,5,0.8555,6,0
0.7382,5,0.7984,5,0
0.6476,5,0.7431,5,0
0.6403,4,0.6878,5,0
0.5304,4,0.6344,4,0
0.4083,4,0.6344,4,0
0.384,3,0.5565,4,0
0.3074,3,0.5044,4,0
0.3074,3,0.5044,4,0
0.229,3,0.4454,3,0
0.1367,2,0.3285,3,0
0.1282,1,0.3128,2,0
0.0292,1,0.2318,2,0
0.0,0,0.2318,2,0
0.9135,6,0.9514,6,0
0.8303,5,0.8992,6,0
0.6866,4,0.8643,6,0
0.5728,4,0.8379,6,0
0.5429,3,0.8193,5,0
0.4103,3,0.6453,5,0
0.3732,2,0.6327,4,0
0.3732,2,0.6092,4,0
0.225,2,0.4844,4,0
0.1827,1,0.458,3,0
0.104,1,0.3547,3,0
0.0254,1,0.3013,2,0
0.0,0,0.3013,2,0
0.9247,6,0.9658,6,1
0.8493,6,0.9316,6,1
0.8393,5,0.8974,6,1
0.7681,5,0.8229,6,1
0.6845,4,0.8013,5,1
0.5611,4,0.6831,5,1
0.5178,3,0.6567,4,1
0.4846,3,0.512,3,1
0.4733,3,0.3655,3,1
0.449,3,0.3133,2,1
0.3571,3,0.1567,1,1
0.3155,2,0.0546,1,1
0.2639,2,0.0,0,1
0.9346,6,0.9431,6,0
0.8692,6,0.8863,6,0
0.807,6,0.8587,5,0
0.7856,5,0.8353,5,0
0.649,4,0.8353,5,0
0.5058,3,0.7562,5,0
0.3996,3,0.6999,4,0
0.3789,3,0.5586,3,0
0.3122,2,0.4906,3,0
0.1302,1,0.4056,2,0
0.0149,1,0.3072,2,0
0.0,0,0.3072,2,0
0.8261,5,0.9463,6,1
0.677,4,0.8787,6,1
0.4623,4,0.7957,5,1
0.4536,3,0.7545,5,1
0.4202,3,0.6444,5,1
0.3868,3,0.6137,4,1
0.3335,3,0.5202,4,1
0.3175,3,0.4456,3,1
0.3168,2,0.4219,3,1
0.2686,2,0.3682,3,1
0.1887,2,0.3194,2,1
0.1429,1,0.1653,1,1
0.0668,1,0.0579,1,1
0.0668,1,0.0,0,1
0.9478,6,0.923,6,1
0.8956,6,0.8461,6,1
0.8451,6,0.8312,5,1
0.8073,5,0.7141,5,1
0.8073,5,0.5893,5,1
0.7797,5,0.5582,4,1
0.7797,5,0.4153,3,1
0.7401,5,0.3208,3,1
0.7137,5,0.3182,2,1
0.6417,5,0.2141,2,1
0.6146,4,0.1494,1,1
0.5894,4,0.1494,1,1
0.5894,4,0.0,0,1
0.9056,6,0.9768,6,0
0.8808,5,0.959,6,0
0.7994,5,0.9169,6,0
0.7411,4,0.8937,6,0
0.6408,4,0.8664,6,0
0.5405,4,0.8391,6,0
0.4601,3,0.8224,5,0
0.3732,3,0.6746,5,0
0.3139,2,0.6378,4,0
0.2201,2,0.5944,4,0
0.2001,1,0.5511,4,0
0.1462,1,0.4828,3,0
0.1462,1,0.361,3,0
0.1208,1,0.3278,2,0
0.0151,1,0.2268,2,0
0.0,0,0.155,1,0
0.9529,6,0.8391,5,0
0.9052,6,0.7818,5,0
0.8575,6,0.7244,5,0
0.8182,5,0.6856,5,0
0.7174,5,0.6671,4,0
0.6606,4,0.5838,4,0
0.4807,4,0.5043,4,0
0.4789,3,0.5,3,0
0.4287,3,0.4063,3,0
0.3786,3,0.4063,3,0
0.2651,2,0.3391,2,0
0.2095,2,0.2793,2,0
0.154,2,0.2195,2,0
0.1395,1,0.1695,1,0
0.0344,1,0.148,1,0
0.0,0,0.1264,1,0
0.947,6,0.8611,6,1
0.8844,6,0.8538,5,1
0.8014,5,0.7996,5,1
0.6603,4,0.7454,5,1
0.6252,4,0.664,4,1
0.5977,4,0.5112,3,1
0.516,4,0.3519,2,1
0.4681,3,0.2685,2,1
0.364,3,0.1938,2,1
0.3206,2,0.1528,1,1
0.2018,2,0.0,0,1
0.8855,6,0.8548,5,1
0.8613,6,0.8548,5,1
0.7735,6,0.6586,4,1
0.7201,6,0.4906,3,1
0.6584,5,0.3494,2,1
0.6069,4,0.1914,2,1
0.5344,4,0.168,1,1
0.4943,4,0.0971,1,1
0.4542,4,0.0261,1,1
0.4408,3,0.0,0,1
0.8847,5,0.977,6,0
0.7307,5,0.939,6,0
0.7168,5,0.939,6,0
0.6661,5,0.9003,6,0
0.6153,5,0.8617,6,0
0.567,4,0.8242,6,0
0.5453,3,0.7945,6,0
0.4813,3,0.7867,5,0
0.43,3,0.6461,4,0
0.3478,3,0.5918,4,0
0.3273,2,0.5414,4,0
0.1836,2,0.4776,3,0
0.1576,1,0.3505,3,0
0.0,0,0.3505,3,0
0.9254,6,0.9093,6,1
0.8925,6,0.8273,5,1
0.8496,6,0.6849,5,1
0.8467,5,0.6748,4,1
0.7074,4,0.6418,4,1
0.6551,4,0.5917,4,1
0.6028,4,0.5415,4,1
0.5664,4,0.5071,3,1
0.5306,3,0.3926,3,1
0.4142,3,0.3597,2,1
0.3948,2,0.2427,2,1
0.2873,2,0.1879,1,1
0.1798,2,0.0689,1,1
0.1798,2,0.0,0,1
0.9006,6,0.9282,6,0
0.8623,5,0.8708,6,0
0.5388,4,0.8708,6,0
0.409,3,0.8488,5,0
0.3514,3,0.7503,5,0
0.2937,3,0.7149,4,0
0.2694,2,0.6373,4,0
0.2083,2,0.5313,4,0
0.1595,2,0.529,3,0
0.1347,1,0.4571,3,0
0.0691,1,0.3662,2,0
0.0,0,0.3111,2,0
0.892,6,0.9447,6,0
0.88,5,0.8895,6,0
0.823,5,0.7912,6,0
0.7763,5,0.7232,5,0
0.7058,4,0.619,5,0
0.5641,3,0.5685,4,0
0.5364,3,0.5191,4,0
0.5087,3,0.4697,4,0
0.481,3,0.4203,4,0
0.424,3,0.398,3,0
0.4007,2,0.3826,3,0
0.2872,2,0.3417,3,0
0.2828,1,0.313,3,0
0.1944,1,0.279,3,0
0.1059,1,0.2508,2,0
0.0461,1,0.1451,2,0
0.0,0,0.1451,2,0
0.9309,6,0.9507,6,1
0.8618,6,0.9013,6,1
0.7939,5,0.8672,6,1
0.7534,5,0.8145,5,1
0.713,5,0.7528,5,1
0.6725,5,0.6911,5,1
0.6569,5,0.6911,5,1
0.6127,5,0.6626,4,1
0.5243,5,0.5275,4,1
0.5224,4,0.4714,3,1
0.5224,4,0.3901,3,1
0.4813,3,0.3105,2,1
0.4384,3,0.2752,2,1
0.3954,3,0.2399,2,1
0.3524,3,0.2046,2,1
0.3375,2,0.1693,2,1
0.3375,2,0.1407,2,1
0.2385,2,0.0263,2,1
0.1395,2,0.005,1,1
0.1395,2,0.0,0,1
0.8862,5,0.9001,6,1
0.8107,5,0.8275,5,1
0.7094,4,0.6818,5,1
0.5535,4,0.6237,4,1
0.5535,4,0.5012,3,1
0.534,3,0.4071,3,1
0.4522,3,0.367,2,1
0.4113,3,0.3066,2,1
0.3761,2,0.2857,2,1
0.3214,2,0.2224,2,1
0.2566,2,0.1748,1,1
0.2019,1,0.0929,1,1
0.1327,1,0.0168,1,1
0.0635,1,0.0,0,1
0.9012,6,0.8319,5,0
0.8837,6,0.7653,5,0
0.8663,6,0.6987,5,0
0.8488,6,0.654,4,0
0.8488,6,0.6021,4,0
0.8078,6,0.5171,4,0
0.7977,5,0.4835,3,0
0.7325,5,0.3888,3,0
0.666,5,0.3496,2,0
0.666,5,0.3123,2,0
0.6478,4,0.2903,2,0
0.5316,4,0.2347,2,0
0.4993,3,0.1913,2,0
0.4671,3,0.1656,1,0
0.3374,2,0.1125,1,0
0.1754,1,0.044,1,0
0.0,0,0.044,1,0
0.9331,6,0.8634,6,1
0.8886,6,0.7398,5,1
0.8635,5,0.5982,4,1
0.7976,5,0.5638,4,1
0.7317,5,0.5293,4,1
0.6851,4,0.5192,4,1
0.5711,4,0.4865,4,1
0.5664,3,0.4402,4,1
0.4806,3,0.4058,3,1
0.4273,3,0.2923,2,1
0.3933,2,0.2314,2,1
0.3196,2,0.1563,1,1
0.2411,1,0.0722,1,1
0.1799,1,0.0,0,1
0.9024,6,0.9611,6,0
0.8482,5,0.9408,6,0
0.796,5,0.9073,6,0
0.7437,5,0.8738,6,0
0.5504,4,0.8738,6,0
0.4125,4,0.8738,6,0
0.4112,3,0.8493,6,0
0.3589,3,0.8158,6,0
0.3577,2,0.7925,6,0
0.2412,2,0.7721,5,0
0.216,2,0.628,4,0
0.1807,1,0.5173,4,0
0.1285,1,0.5078,3,0
0.0554,1,0.3804,3,0
0.0157,1,0.366,2,0
0.0,0,0.366,2,0
0.971,6,0.8288,5,1
0.8996,6,0.7095,5,1
0.8476,6,0.6577,4,1
0.8349,5,0.5078,4,1
0.7497,5,0.5007,3,1
0.7013,4,0.4105,3,1
0.6082,4,0.3601,3,1
0.5701,3,0.3295,2,1
0.506,3,0.3026,2,1
0.442,3,0.2756,2,1
0.4244,2,0.2351,2,1
0.4081,2,0.1641,1,1
0.3839,2,0.0028,1,1
0.3839,2,0.0,0,1
0.8124,6,0.9329,6,0
0.806,5,0.855,6,0
0.6589,4,0.8498,5,0
0.5703,4,0.7926,5,0
0.4941,3,0.7353,5,0
0.4508,3,0.7353,5,0
0.2919,3,0.6842,5,0
0.2884,2,0.6677,4,0
0.1606,2,0.6084,4,0
0.153,1,0.5789,4,0
0.1166,1,0.5279,3,0
0.0334,1,0.4747,3,0
0.0,0,0.4747,3,0
0.8802,6,0.9481,6,0
0.7863,5,0.8962,6,0
0.659,4,0.8641,6,0
0.6048,4,0.8378,6,0
0.538,4,0.8263,5,0
0.4971,3,0.7679,5,0
0.3237,2,0.6423,5,0
0.1215,1,0.6077,4,0
0.0132,1,0.5372,4,0
0.0132,1,0.459,4,0
0.0132,1,0.4237,4,0
0.0132,1,0.35,3,0
0.0,0,0.35,3,0
0.9174,6,0.8731,6,0
0.8703,5,0.831,5,0
0.7872,5,0.7125,5,0
0.7041,5,0.676,4,0
0.6953,4,0.5771,4,0
0.6372,4,0.5771,4,0
0.5686,4,0.5281,3,0
0.532,3,0.432,3,0
0.3907,3,0.345,2,0
0.3209,2,0.2006,2,0
0.3209,2,0.1858,2,0
0.3209,2,0.1641,2,0
0.1529,1,0.1122,1,0
0.0163,1,0.0799,1,0
0.0,0,0.0477,1,0
0.9753,6,1.0,6,1
0.9077,6,0.8579,5,1
0.859,6,0.7282,4,1
0.8467,5,0.6968,4,1
0.7573,5,0.6654,4,1
0.7573,5,0.6538,4,1
0.6686,5,0.631,4,1
0.6424,4,0.5517,4,1
0.5901,4,0.468,3,1
0.5051,4,0.3272,2,1
0.4673,3,0.171,2,1
0.3285,2,0.1581,2,1
0.2355,2,0.1421,1,1
0.1461,1,0.0,0,1
0.8614,5,0.9696,6,0
0.6976,4,0.9284,6,0
0.6154,4,0.8634,6,0
0.5332,4,0.8085,5,0
0.5025,3,0.7363,5,0
0.4065,3,0.6516,5,0
0.3105,3,0.6169,4,0
0.3011,2,0.5817,4,0
0.2001,2,0.4493,3,0
0.2001,2,0.386,3,0
0.1562,2,0.2936,2,0
0.0238,1,0.2936,2,0
0.0,0,0.1736,1,0
0.9015,6,0.918,6,0
0.8266,5,0.8258,5,0
0.7419,5,0.7479,5,0
0.659,4,0.67,5,0
0.5225,4,0.6647,4,0
0.5086,3,0.5963,4,0
0.451,3,0.5357,4,0
0.3934,3,0.475,4,0
0.3583,2,0.4203,3,0
0.3203,2,0.2889,2,0
0.2632,2,0.2146,2,0
0.1907,1,0.1403,2,0
0.0904,1,0.135,1,0
0.0432,1,0.0279,1,0
0.0,0,0.0279,1,0
0.8985,6,0.9062,6,1
0.8641,5,0.852,5,1
0.7875,5,0.7748,5,1
0.7182,4,0.6993,5,1
0.6804,4,0.6038,4,1
0.6404,4,0.4204,3,1
0.6015,4,0.2842,2,1
0.5598,3,0.168,2,1
0.3732,2,0.1185,1,1
0.3732,2,0.0,0,1
0.9612,6,0.8543,6,1
0.9612,6,0.8199,6,1
0.8882,6,0.7338,6,1
0.8524,5,0.6424,6,1
0.7276,5,0.6404,5,1
0.68,4,0.6397,4,1
0.5324,3,0.4801,3,1
0.4041,3,0.2662,2,1
0.3553,2,0.1331,1,1
0.3229,2,0.0417,1,1
0.2906,2,0.0,0,1
0.9501,6,0.862,5,1
0.9001,6,0.7692,5,1
0.838,6,0.7354,4,1
0.8289,5,0.5922,4,1
0.7868,5,0.5401,3,1
0.7241,5,0.4404,3,1
0.6717,5,0.3448,2,1
0.6699,4,0.2119,2,1
0.5956,4,0.1838,1,1
0.5231,3,0.0899,1,1
0.5231,3,0.0,0,1
0.9475,6,1.0,6,1
0.895,6,0.9447,6,1
0.8693,5,0.8895,6,1
0.8502,5,0.8895,6,1
0.7822,5,0.8732,5,1
0.7017,4,0.8189,5,1
0.6301,4,0.7347,4,1
0.602,4,0.6311,3,1
0.5644,4,0.4905,2,1
0.5394,4,0.1532,1,1
0.528,3,0.0221,1,1
0.528,3,0.0,0,1
1.0,6,0.9244,6,0
0.908,6,0.8772,5,0
0.7921,5,0.82,5,0
0.6179,4,0.6833,4,0
0.5065,4,0.6572,4,0
0.5006,3,0.6094,4,0
0.4139,3,0.5378,4,0
0.3381,2,0.5222,4,0
0.3128,2,0.4906,3,0
0.2694,2,0.4733,3,0
0.226,2,0.4561,3,0
0.2209,1,0.3683,3,0
0.1554,1,0.34,2,0
0.0389,1,0.25,2,0
0.0,0,0.25,2,0
0.9263,6,1.0,6,1
0.87,5,0.8884,6,1
0.7329,5,0.8708,5,1
0.7076,4,0.7842,5,1
0.6326,4,0.7003,5,1
0.6326,4,0.6658,5,1
0.5259,3,0.5609,5,1
0.4405,3,0.5507,4,1
0.3473,3,0.5447,3,1
0.3312,2,0.4438,3,1
0.2924,2,0.2991,2,1
0.26,2,0.1631,1,1
0.1669,2,0.0298,1,1
0.1494,1,0.0,0,1
0.8598,6,0.9554,6,1
0.828,5,0.9295,6,1
0.7049,5,0.8323,5,1
0.6878,4,0.6708,4,1
0.5565,4,0.5167,4,1
0.5032,3,0.4969,3,1
0.4346,3,0.323,2,1
0.3661,3,0.2215,2,1
0.3312,2,0.1739,1,1
0.2697,2,0.0662,1,1
0.2697,2,0.0,0,1
0.8271,5,0.9078,6,1
0.7135,5,0.8559,5,1
0.6642,4,0.7008,4,1
0.5543,4,0.5089,3,1
0.4938,4,0.3511,2,1
0.4763,3,0.2172,2,1
0.4488,3,0.151,1,1
0.3134,2,0.1031,1,1
0.2834,2,0.1031,1,1
0.211,2,0.0,0,1
0.8951,6,0.9425,6,0
0.8753,5,0.885,6,0
0.8258,5,0.8775,5,0
0.7648,5,0.7422,5,0
0.7429,4,0.6794,4,0
0.6527,4,0.5778,4,0
0.4198,4,0.5534,3,0
0.3852,3,0.5,3,0
0.3852,3,0.381,3,0
0.3154,3,0.2846,2,0
0.2527,2,0.1963,2,0
0.1214,1,0.1516,1,0
0.0,0,0.1516,1,0
0.9113,6,0.9442,6,1
0.9113,6,0.9442,6,1
0.864,6,0.8571,6,1
0.8166,6,0.7969,5,1
0.7731,6,0.6613,4,1
0.7345,6,0.527,3,1
0.7138,5,0.4699,3,1
0.6714,4,0.4129,3,1
0.512,3,0.3282,3,1
0.4608,3,0.308,2,1
0.4342,3,0.1601,1,1
0.3585,3,0.0669,1,1
0.3319,2,0.0221,1,1
0.2503,2,0.0,0,1
0.9185,6,0.933,6,1
0.837,6,0.866,6,1
0.8271,5,0.805,5,1
0.7631,5,0.7513,5,1
0.6991,5,0.6977,5,1
0.6577,4,0.6863,5,1
0.5175,3,0.6434,4,1
0.4692,3,0.4886,3,1
0.415,3,0.3271,2,1
0.3574,3,0.2326,2,1
0.3481,2,0.1924,1,1
0.1898,2,0.1374,1,1
0.1612,1,0.057,1,1
0.0978,1,0.0,0,1
0.8581,6,0.8613,5,1
0.8496,5,0.783,5,1
0.7969,5,0.7301,4,1
0.7174,5,0.6555,4,1
0.623,5,0.6555,4,1
0.5345,4,0.6082,4,1
0.4642,3,0.5771,4,1
0.4141,3,0.5678,3,1
0.3268,2,0.4714,3,1
0.209,1,0.4397,3,1
0.1634,1,0.3122,2,1
0.11,1,0.1748,1,1
0.0475,1,0.0,0,1
0.9427,6,0.9505,6,0
0.8854,6,0.901,6,0
0.8444,5,0.8515,6,0
0.8444,5,0.8224,6,0
0.764,5,0.7698,6,0
0.6837,5,0.7172,6,0
0.6483,4,0.69,5,0
0.6152,4,0.677,4,0
0.527,4,0.5811,4,0
0.3972,3,0.5811,4,0
0.327,2,0.4851,4,0
0.2152,2,0.466,3,0
0.2152,2,0.3868,3,0
0.0989,2,0.3868,3,0
0.0854,1,0.3527,3,0
0.0,0,0.3354,2,0
0.9616,6,1.0,6,1
0.9035,6,0.9355,6,1
0.8453,6,0.8711,6,1
0.8016,5,0.8242,5,1
0.7632,5,0.771,5,1
0.7248,5,0.7178,5,1
0.6865,5,0.6646,5,1
0.6865,5,0.6414,5,1
0.6373,5,0.5501,5,1
0.6373,5,0.5081,5,1
0.6211,4,0.3867,4,1
0.4886,3,0.383,3,1
0.449,3,0.383,3,1
0.3981,3,0.3342,2,1
0.3381,2,0.2628,2,1
0.2116,1,0.1915,2,1
0.2116,1,0.1314,2,1
0.1673,1,0.0469,1,1
0.1673,1,0.0,0,1
0.8622,5,0.8582,6,0
0.6883,4,0.8405,5,0
0.6883,4,0.8276,5,0
0.6883,4,0.8087,5,0
0.539,4,0.7897,5,0
0.5289,3,0.761,5,0
0.4683,3,0.761,5,0
0.3405,2,0.6962,5,0
0.2597,2,0.6559,4,0
0.1883,1,0.6247,4,0
0.0,0,0.6247,4,0
0.8613,6,0.8339,5,1
0.8349,5,0.7213,4,1
0.678,4,0.5724,4,1
0.661,4,0.5315,3,1
0.5699,4,0.3811,2,1
0.5229,4,0.2685,1,1
0.5024,3,0.174,1,1
0.3843,3,0.0039,1,1
0.3443,2,0.0,0,1
0.9184,6,0.7898,5,0
0.8362,5,0.6961,5,0
0.62,4,0.6252,5,0
0.4994,4,0.5919,4,0
0.4505,3,0.4482,4,0
0.4097,3,0.4186,3,0
0.3613,3,0.2947,2,0
0.2984,2,0.2799,2,0
0.2279,2,0.262,2,0
0.1573,2,0.2441,2,0
0.1521,1,0.2263,2,0
0.0117,1,0.1338,1,0
0.0,0,0.1338,1,0
0.9421,6,0.9221,6,0
0.8842,6,0.8441,6,0
0.8238,6,0.8245,5,0
0.8149,5,0.7805,5,0
0.757,5,0.7805,5,0
0.7373,5,0.7805,5,0
0.6228,4,0.7492,5,0
0.4949,3,0.6935,5,0
0.3957,2,0.6628,5,0
0.2646,2,0.6437,4,0
0.1915,1,0.6188,4,0
0.1304,1,0.4523,3,0
0.0,0,0.4523,3,0
0.8873,6,0.9815,6,1
0.8215,5,0.9547,6,1
0.754,5,0.8443,5,1
0.7136,5,0.7542,5,1
0.6721,5,0.7124,4,1
0.6386,4,0.6712,4,1
0.5545,4,0.5609,4,1
0.5032,3,0.503,3,1
0.3522,3,0.3908,3,1
0.3193,2,0.3055,2,1
0.2147,2,0.2363,2,1
0.1624,1,0.1671,2,1
0.117,1,0.1259,1,1
0.117,1,0.0,0,1
0.9311,6,0.9253,6,1
0.8622,6,0.8505,6,1
0.8224,5,0.8159,5,1
0.6606,5,0.6637,5,1
0.6574,4,0.6318,4,1
0.5929,4,0.6182,4,1
0.5929,4,0.5435,4,1
0.5367,4,0.4688,4,1
0.5051,3,0.4613,3,1
0.4646,3,0.4171,3,1
0.4241,3,0.373,3,1
0.3401,2,0.3519,2,1
0.2958,2,0.3043,2,1
0.2516,2,0.2568,2,1
0.2073,2,0.2092,2,1
0.1473,2,0.2092,2,1
0.0992,2,0.1909,1,1
0.0272,2,0.0924,1,1
0.0272,2,0.0,0,1
0.93,6,0.9289,6,0
0.8629,6,0.8637,5,0
0.7511,5,0.8246,5,0
0.6913,5,0.7562,5,0
0.6315,5,0.6878,5,0
0.5869,4,0.6721,4,0
0.4735,3,0.6303,4,0
0.3093,2,0.5836,4,0
0.3093,2,0.5163,4,0
0.2432,2,0.449,4,0
0.2043,2,0.4137,3,0
0.149,2,0.3464,2,0
0.1225,1,0.2269,2,0
0.1225,1,0.2269,2,0
0.0,0,0.1688,2,0
0.9302,6,0.8786,6,0
0.8603,6,0.8489,5,0
0.808,6,0.7155,5,0
0.8066,5,0.6966,4,0
0.6634,5,0.6542,4,0
0.6522,4,0.6264,4,0
0.5489,4,0.5752,4,0
0.5049,3,0.5253,3,0
0.3645,2,0.3729,2,0
0.2423,2,0.318,2,0
0.1683,1,0.2351,2,0
0.0461,1,0.1953,1,0
0.0,0,0.1953,1,0
0.9026,6,0.894,6,0
0.9026,6,0.7839,6,0
0.8147,6,0.7452,5,0
0.795,5,0.7161,5,0
0.7112,5,0.6733,5,0
0.6444,4,0.6528,5,0
0.5341,4,0.6522,4,0
0.4707,3,0.6357,4,0
0.4707,3,0.5576,4,0
0.4067,3,0.4795,4,0
0.3563,3,0.4527,3,0
0.3338,2,0.39,3,0
0.1887,2,0.3273,3,0
0.1383,1,0.293,3,0
0.1383,1,0.2195,3,0
0.0,0,0.146,3,0
0.9079,6,0.9476,6,1
0.9079,6,0.9476,6,1
0.8572,6,0.8376,6,1
0.8065,6,0.8203,5,1
0.7733,5,0.7362,5,1
0.7139,5,0.7051,4,1
0.6783,4,0.6924,4,1
0.5787,4,0.5962,4,1
0.5379,3,0.5086,3,1
0.3741,2,0.4626,3,1
0.3007,2,0.3122,2,1
0.2541,2,0.1273,1,1
0.2541,2,0.0,0,1
1.0,6,0.9299,6,1
0.9258,6,0.8599,6,1
0.8534,5,0.845,5,1
0.7418,5,0.6734,4,1
0.6815,4,0.557,4,1
0.5838,4,0.4828,3,1
0.5343,4,0.31,2,1
0.4905,3,0.2666,2,1
0.4543,3,0.1609,1,1
0.4543,3,0.0,0,1
1.0,6,0.9576,6,1
0.8377,6,0.9152,6,1
0.8365,5,0.8762,6,1
0.7694,5,0.8283,5,1
0.75,5,0.7223,5,1
0.7306,5,0.7045,4,1
0.6479,4,0.6156,4,1
0.4718,3,0.5082,3,1
0.4273,3,0.357,2,1
0.3609,3,0.2353,2,1
0.307,3,0.1648,1,1
0.302,2,0.0814,1,1
0.1773,2,0.0369,1,1
0.1773,2,0.0,0,1
0.9355,6,0.8471,6,1
0.9014,6,0.8407,5,1
0.8841,5,0.7143,5,1
0.8526,5,0.7,4,1
0.8232,5,0.5421,3,1
0.7503,5,0.5421,3,1
0.6773,5,0.49,3,1
0.6044,5,0.4379,3,1
0.5813,4,0.3793,3,1
0.5021,4,0.3414,2,1
0.437,3,0.2857,2,1
0.3515,3,0.1571,2,1
0.3263,3,0.1364,1,1
0.3263,3,0.0,0,1
0.8689,5,0.9475,6,1
0.8251,5,0.8492,5,1
0.7156,5,0.8492,5,1
0.6689,4,0.7076,5,1
0.606,4,0.6777,4,1
0.5407,3,0.6013,4,1
0.4629,3,0.5305,3,1
0.4162,3,0.3919,3,1
0.3665,2,0.3858,2,1
0.3293,2,0.1838,1,1
0.2461,2,0.0,0,1
1.0,6,0.9544,6,0
0.8348,5,0.9087,6,0
0.691,4,0.8585,6,0
0.578,4,0.8299,5,0
0.578,4,0.7979,5,0
0.5186,3,0.7379,5,0
0.4521,3,0.6819,4,0
0.3162,2,0.6121,4,0
0.2003,2,0.5763,4,0
0.0422,1,0.5763,4,0
0.0,0,0.5763,4,0
0.8523,5,1.0,6,0
0.7306,5,0.8749,5,0
0.6511,4,0.7248,5,0
0.5254,4,0.6845,4,0
0.4031,3,0.6038,4,0
0.373,3,0.551,4,0
0.3429,3,0.5119,3,0
0.2961,3,0.4917,3,0
0.2821,2,0.4223,3,0
0.141,1,0.3926,2,0
0.0,0,0.3926,2,0
0.9479,6,0.7851,6,1
0.8487,6,0.6811,5,1
